Event #,PE,Event Date,Month,CY,Fiscal Month,Fiscal Year,Squadron,T/M/S,Buno,Class,PEAT Severity,HAZREP / WESS - RMI ID,MOFE 45 Due Date,MOFE 90 Due Date,Part A,Part B,Part C,Part D,Final Summary Report,Status,Category,Circumstances,Buno Occurances,ITEM,ITEM 2,ITEM 3, ALSS Issues,RECOMMENDATIONS,,
86T,Yes,10/18/2016,10,2016,1,2017,VT-7,T-45C,165608,HAZREP,,1486056872421,,,Yes,Yes,Yes,,N/A,Closed,AOS,Inconclusive,3,,,,,,,
87T,Yes,10/23/2016,10,2016,1,2017,VT-7,T-45C,165469,D,,1489689214868,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
419,Yes,10/28/2016,10,2016,1,2017,VFA-34,F/A-18C,165403,D,Moderate Low,1480454566320,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,,,,,,,
88T,Yes,10/28/2016,10,2016,1,2017,VT-22,T-45C,163604,D,,1480972362606,,,Yes,No,Yes,,N/A,Open,AOS,Contamination,1,,,,,,,
421,Yes,11/2/2016,11,2016,2,2017,VFA-122,F/A-18E,168471,D,Minor,1478117847945,,,Yes,No,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
422,Yes,11/3/2016,11,2016,2,2017,VFA-122,F/A-18E,168476,D,Minor,1478619946161,,,Yes,N/A,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
424,Yes,11/7/2016,11,2016,2,2017,VFA-34,F/A-18C,165197,D,Moderate High,1480681303613,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
530,Yes,11/8/2016,11,2016,2,2017,VFA-37,F/A-18C,164954,D,Moderate High,1479496143072,,,Yes,Yes,Yes,,N/A,Closed,ECS,Set point and crack point too close,4,37,36,,,,,
1,Yes,11/8/2016,11,2016,2,2017,VMAT-203,AV-8B,163854,D,,,,,N/A,N/A,N/A,,N/A,Open,AOS,CRU-99/A found to be defective,1,,,,,,,
420,Yes,11/9/2016,11,2016,2,2017,VFA-192,F/A-18E,165781,D,Moderate High,1478755654214,,,Yes,Yes,Yes,,N/A,Closed,Other,"Inconclusive, Contamination cannot be ruled out",1,,,,,,,
,No,11/9/2016,11,2016,2,2017,VFA-106,F/A-18F,,D,,,,,N/A,N/A,N/A,,N/A,Closed,,,0,,,,,,,
89T,No,11/14/2016,11,2016,2,2017,VT-21,T-45C,167094,HAZREP,,1486404275505,,,Yes,No,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
425,Yes,11/14/2016,11,2016,2,2017,VMFA-251,F/A-18C,164973,HAZREP,Severe,1479493253411,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,,,,,,,
,No,11/14/2016,11,2016,2,2017,VFA-22,F/A-18F,,HAZREP,,1479759387846,,,N/A,N/A,N/A,,N/A,Closed,,,0,,,,,,,
,No,11/15/2016,11,2016,2,2017,VT-27,T-6B,166228,D,,1479746827341,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
,No,11/16/2016,11,2016,2,2017,VT-28,T-6B,166035,HAZREP,,1483902309377,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
426,Yes,11/17/2016,11,2016,2,2017,VAQ-130,EA-18G,168268,D,Moderate Low,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
427,Yes,11/21/2016,11,2016,2,2017,VAQ-142,EA-18G,168385,D,Moderate Low,1480744933034,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
452,Yes,11/22/2016,11,2016,2,2017,VMFA-232,F/A-18C,165195,D,Moderate High,1494901109294,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,11/23/2016,11,2016,2,2017,VT-27,T-6B,166125,HAZREP,,1481925285892,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
,No,11/28/2016,11,2016,2,2017,VT-28,T-6B,166228,HAZREP,,1483905693555,,,N/A,N/A,Yes,,N/A,Closed,,,2,,,,,,,
,No,11/28/2016,11,2016,2,2017,VFA-101,F-35C,169304,HAZREP,,,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
,No,11/29/2016,11,2016,2,2017,VT-27,T-6B,166128,D,,1480607740009,,,N/A,N/A,N/A,,N/A,Closed,Other,Hyperventilation,1,,,,,,,
429,Yes,12/2/2016,12,2016,3,2017,VMFA-314,F/A-18A,162451,D,Moderate Low,1487194277153,,,Yes,Yes,Yes,,N/A,Closed,ECS,Multiple ECS part failures,1,,,,,,,
428,Yes,12/3/2016,12,2016,3,2017,VFA-37,F/A-18C,164954,C,Severe,1480922336149,,,Yes,N/A,Yes,,N/A,Closed,ECS,ECS Component Failure,5,37,36,,,,,
,No,12/6/2016,12,2016,3,2017,VT-28,T-6B,166199,D,,1484174224202,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
430,Yes,12/7/2016,12,2016,3,2017,VAQ-131,EA-18G,168776,D,Moderate High,1481229508086,,,Yes,Yes,Yes,,N/A,Closed,ECS,Canopy Seal Failure,2,0,,,,,,
90T,Yes,12/13/2016,12,2016,3,2017,VT-9,T-45C,165600,HAZREP,,1486679647228,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
442,Yes,12/13/2016,12,2016,3,2017,VFA-37,F/A-18C,164976,C,Moderate Low,1482169981346,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,,,,,,,
435,Yes,12/13/2016,12,2016,3,2017,VMFA-251,F/A-18C,164964,D,Moderate Low,1525188718691,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,48,122,51,,,,
437,Yes,12/16/2016,12,2016,3,2017,VAQ-132,EA-18G,166937,A,Catastrophic,1481939687033,,,N/A,N/A,N/A,,N/A,Closed,ECS,Sensing Lines,2,37,36,,,,,
,No,12/19/2016,12,2016,3,2017,VT-28,T-6B,166103,HAZREP,,1483636444207,,,N/A,N/A,N/A,,N/A,Closed,Other,Oxygen mask exhalation valve stuck,1,,,,,,,
433,Yes,12/20/2016,12,2016,3,2017,VFA-106,F/A-18F,166978,HAZREP,Minor,1482448733118,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,37,,,,,,
431,Yes,12/20/2016,12,2016,3,2017,VFA-106,F/A-18F,165797,HAZREP,Minor,1482437405991,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
441,Yes,12/21/2016,12,2016,3,2017,VMFAT-101,F/A-18C,164020,HAZREP,Minor,1482438989000,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,N/A,,,,,,
432,Yes,12/21/2016,12,2016,3,2017,VMFA-115,F/A-18A,163124,D,Minor,1482474791193,,,Yes,Yes,Yes,,N/A,Closed,ECS,CAPR Slow Actuation,1,37,,,,,,
91T,Yes,12/22/2016,12,2016,3,2017,VT-7,T-45C,165604,HAZREP,,1486145136929,,,Yes,Yes,Yes,,N/A,Closed,ECS,Bleed Air Failure,1,,,,,,,
434,Yes,12/29/2016,12,2016,3,2017,VFA-115,F/A-18E,166863,HAZREP,Severe,1483001618579,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
92T,Yes,1/4/2017,1,2017,4,2017,VT-7,T-45C,165469,HAZREP,,1487110818322,,,Yes,Yes,Yes,,N/A,Closed,Other,Undetermined,2,,,,,,,
93T,Yes,1/5/2017,1,2017,4,2017,VT-9,T-45C,165600,HAZREP,,11057609,,,Yes,Yes,Yes,,N/A,Open,AOS,,2,,,,,,,
444,Yes,1/12/2017,1,2017,4,2017,FRCSW,F/A-18C,165196,D,Moderate Low,1486585399761,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
436,Yes,1/12/2017,1,2017,4,2017,VFA-106,F/A-18C,164644,HAZREP,Minor,1484258315687,,,Yes,Yes,Yes,,N/A,Closed,AOS,OBOGS DEGD,3,,,,,,,
,No,1/13/2017,1,2017,4,2017,VT-3,T-6B,166218,D,,1484335225926,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
438,Yes,1/16/2017,1,2017,4,2017,VAQ-135,EA-18G,166944,D,Minor,1484629009898,,,Yes,Yes,Yes,,N/A,Closed,ECS,CAPR Failed,2,37,,,,,,
439,Yes,1/17/2017,1,2017,4,2017,VFA-31,F/A-18E,166777,HAZREP,Minor,1484757404434,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
440,Yes,1/17/2017,1,2017,4,2017,VFA-213,F/A-18F,166638,D,moderate low,1484774323040,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,51,,,,,,
443,Yes,1/18/2017,1,2017,4,2017,VAQ-140,EA-18G,168252,HAZREP,Minor,1484789747902,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,33,,,,,,
96T,Yes,1/18/2017,1,2017,4,2017,VT-22,T-45C,167080,D,,11058130,,,Yes,Yes,Yes,,N/A,Open,AOS,,1,,,,,,,
94T,Yes,1/20/2017,1,2017,4,2017,VT-7,T-45C,165474,D,,1487181318848,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
95T,Yes,1/20/2017,1,2017,4,2017,VT-7,T-45C,165091,HAZREP,,1487181318848,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
447,Yes,1/23/2017,1,2017,4,2017,VFA-147,F/A-18E,166437,HAZREP,Severe,1485296407372,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,29,,,,,,
445,Yes,1/24/2017,1,2017,4,2017,VFA-34,F/A-18C,165208,D,Minor,1485905271352,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,1,,,,,,
446,Yes,1/26/2017,1,2017,4,2017,VFA-34,F/A-18C,165404,D,Moderate Low,1485573208988,,,Yes,N/A,Yes,,N/A,Closed,ECS,ECS Component Failure,1,4,48,,,,,
97T,Yes,1/27/2017,1,2017,4,2017,VT-21,T-45C,165073,HAZREP,,1485890350416,,,Yes,N/A,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
450,Yes,2/1/2017,2,2017,5,2017,VFA-106,F/A-18F,165678,HAZREP,Minor,1486068743929,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
448,Yes,2/2/2017,2,2017,5,2017,VFA-115,F/A-18E,166860,HAZREP,Minor,1486018714557,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,51,,,,,,
449,Yes,2/4/2017,2,2017,5,2017,VFA-87,F/A-18E,168912,HAZREP,Moderate High,11058163,,,Yes,Yes,Yes,,N/A,Open,Other,Inconclusive,1,,,,,,,
461,Yes,2/6/2017,2,2017,5,2017,NAWDC,F/A-18C,164661,HAZREP,Minor,1486490296533,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
451,Yes,2/7/2017,2,2017,5,2017,VAQ-129,EA-18G,168901,C,Moderate High,1486593010133,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,5,,,,,,
453,Yes,2/10/2017,2,2017,5,2017,VFA-113,F/A-18E,168878,HAZREP,Unknown,1486752991893,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
,No,2/10/2017,2,2017,5,2017,VT-28,T-6B,166050,HAZREP,,1492299937586,,,N/A,N/A,N/A,,N/A,Closed,Other,Airsickness and Stress,1,,,,,,,
454,Yes,2/13/2017,2,2017,5,2017,VAQ-129,EA-18G,168937,HAZREP,Minor,1487351114268,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
98T,Yes,2/13/2017,2,2017,5,2017,VT-86,T-45C,163649,HAZREP,,1487015818686,,,Yes,Yes,Yes,,N/A,Closed,AOS,,1,,,,,,,
457,Yes,2/14/2017,2,2017,5,2017,VFA-106,F/A-18E,166598,D,Minor,1487197804057,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,Yes,2/14/2017,2,2017,5,2017,VT-6,T-6B,166156,HAZREP,,1487097900223,,,N/A,N/A,Yes,,N/A,Closed,ECS,Inlet Control Valve Failure,1,,,,,,,
455,Yes,2/14/2017,2,2017,5,2017,VFA-192,F/A-18E,165868,HAZREP,Moderate Low,1487335389301,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
456,Yes,2/16/2017,2,2017,5,2017,VAQ-133,EA-18G,168380,HAZREP,Minor,1487351972533,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,2/16/2017,2,2017,5,2017,VT-28,T-6B,166183,D,,1496701711221,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
458,Yes,2/18/2017,2,2017,5,2017,VAQ-131,EA-18G,168775,D,Minor,1487516430322,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,2/18/2017,2,2017,5,2017,VT-21,T-45C,,D,,,,,N/A,N/A,N/A,,N/A,Closed,,,0,,,,,,,
,No,2/20/2017,2,2017,5,2017,VFA-147,F/A-18E,166437,HAZREP,,1487721076810,,,N/A,N/A,N/A,,N/A,Closed,ECS,,2,,,,,,,
459,Yes,2/20/2017,2,2017,5,2017,VFA-147,F/A-18E,166427,D,Moderate Low,1487722791666,,,Yes,N/A,Yes,,N/A,Closed,ECS,Cabin Pressure Relief Valve,2,37,,,,,,
480,Yes,2/21/2017,2,2017,5,2017,VFA-106,F/A-18F,166612,D,Moderate High,1487794097735,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
99T,No,2/21/2017,2,2017,5,2017,VT-21,T-45C,165059,D,,1487810101095,,,Yes,Yes,Yes,,N/A,Closed,AOS,,1,,,,,,,
460,Yes,2/21/2017,2,2017,5,2017,VFA-106,F/A-18C,164644,D,Unknown,1487798849832,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,4,,,,,,,
462,Yes,2/23/2017,2,2017,5,2017,VFA-131,F/A-18C,165217,D,Moderate Low,1487884807414,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,4,122,,,,,,
466,Yes,2/23/2017,2,2017,5,2017,NAWDC,F/A-18C,163988,D,Minor,1487865677707,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
101T,Yes,2/26/2017,2,2017,5,2017,VT-21,T-45C,167105,C,,11058129,,,Yes,Yes,Yes,,N/A,Open,AOS,,1,,,,,,,
469,Yes,2/27/2017,2,2017,5,2017,VAQ-129,EA-18G,168935,C,Unknown,1488242934517,,,Yes,Yes,Yes,,N/A,Closed,ECS,AFV un-commanded full open due to freezing within SADS,1,8,,,,,,
100T,Yes,2/27/2017,2,2017,5,2017,VT-22,T-45C,163638,D,,11058171,,,Yes,Yes,Yes,,N/A,Open,AOS,,1,,,,,,,
463,Yes,2/28/2017,2,2017,5,2017,VFA-136,F/A-18E,166825,D,Moderate High,1488905966808,,,Yes,No,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
,No,2/28/2017,2,2017,5,2017,VFA-147,F/A-18E,166437,D,,1488340165317,,,N/A,N/A,N/A,,N/A,Closed,ECS,PBAR-P2 Failed Open,3,1,,,,,,
102T,Yes,3/1/2017,3,2017,6,2017,VT-9,T-45C,165619,D,,11058048,,,Yes,Yes,Yes,,N/A,Open,ECS,Bleed Air Failure,1,,,,,,,
467,Yes,3/2/2017,3,2017,6,2017,VAQ-129,EA-18G,168896,HAZREP,Unknown,,,,Yes,Yes,Yes,,N/A,Open,Other,Inconclusive,2,,,,,,,
465,Yes,3/2/2017,3,2017,6,2017,VMFA-232,F/A-18C,164734,D,Minor,11058088,,,Yes,Yes,Yes,,N/A,Open,Other,Inconclusive,1,,,,,,,
468,Yes,3/2/2017,3,2017,6,2017,NAWDC,F/A-18C,163750,HAZREP,Unknown,1488555383461,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
103T,Yes,3/3/2017,3,2017,6,2017,VT-7,T-45C,165081,HAZREP,,1488921963575,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
464,Yes,3/6/2017,3,2017,6,2017,VAQ-129,EA-18G,169141,D,Minor,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,3/6/2017,3,2017,6,2017,VFA-147,F/A-18E,166442,D,,1488845709593,,,N/A,N/A,N/A,,N/A,Closed,ECS,BALD Leak Detection,2,2,,,,,,
471,Yes,3/12/2017,3,2017,6,2017,VFA-41,F/A-18F,166854,HAZREP,Minor,1490204186610,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
105T,Yes,3/14/2017,3,2017,6,2017,VT-86,T-45C,165062,HAZREP,,1489502802226,,,Yes,Yes,Yes,,N/A,Closed,AOS,,1,,,,,,,
104T,Yes,3/15/2017,3,2017,6,2017,VT-7,T-45C,165479,D,,1498676462101,,,Yes,Yes,Yes,,N/A,Open,AOS,Contamination,1,,,,,,,
106T,Yes,3/16/2017,3,2017,6,2017,VT-9,T-45C,165091,D,,1498581133629,,,Yes,Yes,Yes,,N/A,Closed,AOS,O2 Light,2,,,,,,,
470,Yes,3/16/2017,3,2017,6,2017,NFDS,F/A-18C,163437,HAZREP,Minor,,,,Yes,No,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
472,Yes,3/17/2017,3,2017,6,2017,VAQ-129,EA-18G,169124,D,Moderate Low,11057910,,,Yes,Yes,Yes,,N/A,Open,Other,Inconclusive,1,,,,,,,
,No,3/20/2017,3,2017,6,2017,VT-2,T-6B,166107,D,,1492024759889,,,N/A,N/A,Yes,,N/A,Closed,,,1,,,,,,,
107T,Yes,3/20/2017,3,2017,6,2017,VT-9,T-45C,165489,HAZREP,,1498581633595,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
108T,No,3/20/2017,3,2017,6,2017,VT-86,T-45C,165064,HAZREP,,1490213146266,,,Yes,No,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
474,Yes,3/20/2017,3,2017,6,2017,VX-23,F/A-18C,163985,D,Moderate Low,1490036758194,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
473,Yes,3/21/2017,3,2017,6,2017,VAQ-129,EA-18G,168935,D,Minor,1490209136278,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,2,,,,,,,
481,Yes,3/21/2017,3,2017,6,2017,VAQ-132,EA-18G,166946,D,Minor,1490397380323,,,Yes,Yes,Yes,,N/A,Closed,ECS,Cabin Leak,1,,,,,,,
109T,Yes,3/21/2017,3,2017,6,2017,VT-9,T-45C,165090,HAZREP,,1498584299014,,,Yes,Yes,Yes,,N/A,Closed,Other,Undetermined,1,,,,,,,
,No,3/22/2017,3,2017,6,2017,VT-10,T-6A,165985,HAZREP,,1490279013381,,,N/A,N/A,Yes,,N/A,Closed,Other,Hyperventilation,1,,,,,,,
,No,3/23/2017,3,2017,6,2017,VFA-87,F/A-18E,168914,HAZREP,,1491235769942,,,N/A,N/A,N/A,,N/A,Closed,,,2,,,,,,,
110T,Yes,3/24/2017,3,2017,6,2017,VT-22,T-45C,163630,D,,11058586,,,Yes,Yes,Yes,,N/A,Open,AOS,,1,,,,,,,
475,Yes,3/27/2017,3,2017,6,2017,VFA-122,F/A-18F,165879,D,Moderate Low,1490640914228,,,Yes,N/A,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
476,Yes,3/28/2017,3,2017,6,2017,VAQ-138,EA-18G,168388,D,Minor,1490800164206,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
,No,3/29/2017,3,2017,6,2017,VMFA(AW)-224,F/A-18D,164957,HAZREP,,1490903013559,,,N/A,N/A,N/A,,N/A,Closed,ECS,Fuel Fumes in Cockpit,1,,,,,,,
111T,Yes,3/29/2017,3,2017,6,2017,VT-86,T-45C,163606,HAZREP,,1490805195054,,,Yes,Yes,Yes,,N/A,Closed,AOS,,1,,,,,,,
477,Yes,3/31/2017,3,2017,6,2017,VFA-34,F/A-18C,165208,D,Minor,1490971193193,,,Yes,Yes,Yes,,N/A,Closed,Other,Warm Air Check Valve Failed,2,79,,,,,,
479,Yes,4/4/2017,4,2017,7,2017,VMFAT-101,F/A-18C,163747,HAZREP,Minor,1492617547421,,,Yes,Yes,Yes,,N/A,Closed,Other,Spatial Disorientation / Hypocapnia / CER,1,,,,,,,
478,Yes,4/6/2017,4,2017,7,2017,VAQ-129,EA-18G,169134,C,Minor,11058143,,,Yes,Yes,Yes,,N/A,Open,Other,,1,,,,,,,
483,Yes,4/10/2017,4,2017,7,2017,VFA-37,F/A-18C,164632,C,Moderate Low,1492354666891,,,Yes,Yes,Yes,,N/A,Closed,ECS,Unknown Material Failure,4,,,,,,,
112T,Yes,4/18/2017,4,2017,7,2017,VT-21,T-45C,165640,HAZREP,,,,,Yes,No,Yes,,N/A,Open,Other,,1,,,,,,,
484,Yes,4/18/2017,4,2017,7,2017,VMFA-312,F/A-18C,164871,D,Moderate High,1492669007825,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
482,Yes,4/18/2017,4,2017,7,2017,VMFAT-101,F/A-18D,164026,HAZREP,Minor,1492617493683,,,Yes,Yes,Yes,,N/A,Closed,ECS,CAPR and PBAR,1,37,1,,,,,
485,Yes,4/19/2017,4,2017,7,2017,VAQ-129,EA-18G,168939,D,Moderate High,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,,,,,,,
486,Yes,4/20/2017,4,2017,7,2017,NAWDC,F/A-18E,168477,D,Moderate High,1492725372312,,,Yes,Yes,Yes,,N/A,Closed,Other,Undetermined,1,,,,,,,
488,Yes,4/20/2017,4,2017,7,2017,VFA-105,F/A-18E,166654,D,Unknown,1492716588238,,,Yes,Yes,Yes,,N/A,Closed,AOS,OBOGS DEGD,2,,,,,,,
487,Yes,4/21/2017,4,2017,7,2017,VFA-122,F/A-18E,168471,D,Moderate Low,1492747984001,,,Yes,N/A,Yes,,N/A,Closed,ECS,ECS Component Failure,2,1,2,,,,,
489,Yes,4/22/2017,4,2017,7,2017,VMFA-251,F/A-18C,164212,HAZREP,Minor,1525191501875,,,Yes,Yes,Yes,,N/A,Closed,AOS,OBOGS Leak,2,,,,,,,
490,Yes,4/24/2017,4,2017,7,2017,VFA-86,F/A-18E,166956,D,Minor,11058284,,,Yes,Yes,Yes,,N/A,Open,Other,,1,,,,,,,
491,Yes,4/25/2017,4,2017,7,2017,VAQ-139,EA-18G,168256,D,Moderate High,1498513147228,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
493,Yes,4/27/2017,4,2017,7,2017,VFA-106,F/A-18F,166615,D,Moderate High,11058292,,,Yes,Yes,Yes,,N/A,Open,Other,,1,,,,,,,
492,Yes,4/30/2017,4,2017,7,2017,VFA-34,F/A-18C,165404,D,Moderate High,1493555349343,,,Yes,N/A,Yes,,N/A,Closed,Other,Undetermined,2,,,,,,,
513,Yes,5/2/2017,5,2017,8,2017,VFA-83,F/A-18C,164629,D,Minor,1493833787231 / 1543257273867,,,Yes,Yes,Yes,,N/A,Closed,ECS,CEAV Stuck in closed position,1,,,,,,,
,No,5/8/2017,5,2017,8,2017,VAQ-129,EA-18G,169141,D,,1494445446461,,,N/A,N/A,N/A,,N/A,Closed,,,2,,,,,,,
494,Yes,5/10/2017,5,2017,8,2017,VFA-115,F/A-18E,166861,D,Moderate Low,1494453332037,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
495,Yes,5/12/2017,5,2017,8,2017,VFA-103,F/A-18F,168890,D,Minor,1494629440857,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,37,,,,,,
496,Yes,5/15/2017,5,2017,8,2017,VFA-122,F/A-18F,166614,D,Moderate High,1494861691981,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
497,Yes,5/16/2017,5,2017,8,2017,VFA-195,F/A-18E,166907,HAZREP,Minor,1495101512688,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
113T,Yes,5/16/2017,5,2017,8,2017,VT-7,T-45C,165492,D,,1495054272112,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
498,Yes,5/18/2017,5,2017,8,2017,VFA-131,F/A-18C,165407,D,Minor,1498156780101,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,32,,,,,,
500,Yes,5/21/2017,5,2017,8,2017,VFA-37,F/A-18C,165174,C,Moderate High,1496671037608,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,,,,,,,
499,Yes,5/23/2017,5,2017,8,2017,VFA-34,F/A-18C,164911,HAZREP,Moderate Low,1495551256063,,,Yes,N/A,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
504,Yes,5/23/2017,5,2017,8,2017,VMFA-115,F/A-18A,162884,D,Severe,1495819620502,,,N/A,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,75,,,,,,
502,Yes,5/30/2017,5,2017,8,2017,VFA-131,F/A-18C,165220,D,Moderate Low,1496772165673,,,Yes,Yes,Yes,,N/A,Closed,ECS,Bleed Air Failure,3,,,,,,,
506,Yes,5/31/2017,5,2017,8,2017,VFA-106,F/A-18F,166458,D,Minor,1496328947944,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
501,Yes,6/1/2017,6,2017,9,2017,VFA-81,F/A-18E,166837,HAZREP,Minor,1496350133147,,,Yes,Yes,Yes,,N/A,Closed,Other,Undetermined,1,,,,,,,
503,Yes,6/2/2017,6,2017,9,2017,VAQ-129,EA-18G,169127,HAZREP,Unknown,1496442577447,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,8A8,,,,,,
535,Yes,6/2/2017,6,2017,9,2017,VFA-131,F/A-18C,165407,D,Unknown,1497371473172,,,Yes,N/A,Yes,,N/A,Closed,AOS,Primary Shutoff Valve,4,,,,,,,
505,Yes,6/3/2017,6,2017,9,2017,VFA-83,F/A-18C,164630,D,Unknown,1496598681398,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,3,29,,,,,,
507,Yes,6/6/2017,6,2017,9,2017,VMFA(AW)-225,F/A-18C,164693,HAZREP,Moderate High,1496883680463,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
,No,6/7/2017,6,2017,9,2017,VAQ-141,EA-18G,168899,HAZREP,,1498200308202,,,No,No,No,,N/A,Closed,ECS,Right GCU Failure,1,,,,,,,
509,Yes,6/7/2017,6,2017,9,2017,VFA-106,F/A-18F,166467,HAZREP,Minor,1496952543955,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
512,Yes,6/7/2017,6,2017,9,2017,VMFA(AW)-225,F/A-18D,165413,HAZREP,Unknown,1496969257832,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,PBAR,,,,,,
508,Yes,6/7/2017,6,2017,9,2017,VFA-37,F/A-18C,165200,C,Minor,1496944890269,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,36,,,,,,
